"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: name"
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2,264375","0,023826","us/op",test1
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"7,569524","0,430327","us/op",test2
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"48,217756","0,331948","us/op",test3
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"47,107805","0,475374","us/op",test4
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,492370","0,043258","us/op",test5
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"7,994911","0,174249","us/op",test6
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"10,789113","0,182450","us/op",test7
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"43,907151","0,621365","us/op",test8
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"60,035405","0,435867","us/op",test9
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"24,226057","0,204383","us/op",test10
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"5325,250556","97,014750","us/op",test11
"com.almondtools.regexbench.SCBPGlushkovMatcherFindBenchmark.benchmarkFind","avgt",1,10,"425,481520","6,680990","us/op",test12
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1,407145","0,015809","us/op",test1
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"3,942153","0,047229","us/op",test2
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"25,592245","0,145210","us/op",test3
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"8,670563","0,070241","us/op",test4
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"84,942258","1,357984","us/op",test5
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"39,451191","0,276930","us/op",test6
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"15,842240","0,112723","us/op",test7
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"79,363264","1,034236","us/op",test8
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"14,655558","0,134317","us/op",test9
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1,691130","0,010423","us/op",test10
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1190,462536","11,211301","us/op",test11
"com.almondtools.regexbench.SCMultiFactorMatcherFindBenchmark.benchmarkFind","avgt",1,10,"63,492986","0,870688","us/op",test12
